,review_id,verified,review_score,product_category,reason_for_exclusion
5701,product_review_005701,True,5.0,prime_pantry,"product_review_005701,0,N/A"
5702,product_review_005702,True,4.0,prime_pantry,"product_review_005702,0,N/A"
5703,product_review_005703,True,5.0,prime_pantry,"product_review_005703,0,N/A"
5704,product_review_005704,True,5.0,prime_pantry,"product_review_005704,0,N/A"
5705,product_review_005705,False,2.0,prime_pantry,"product_review_005705,0,N/A"
5706,product_review_005706,True,5.0,prime_pantry,"product_review_005706,0,N/A"
5707,product_review_005707,True,5.0,prime_pantry,"product_review_005707,0,N/A"
5708,product_review_005708,True,5.0,prime_pantry,"product_review_005708,0,N/A"
5709,product_review_005709,True,5.0,prime_pantry,"product_review_005709,0,N/A"
5710,product_review_005710,True,5.0,prime_pantry,"product_review_005710,0,N/A"
5711,product_review_005711,True,5.0,prime_pantry,"product_review_005711,0,N/A"
5712,product_review_005712,False,5.0,prime_pantry,"product_review_005712,0,N/A"
5713,product_review_005713,False,4.0,luxury_beauty,"product_review_005713,0,N/A"
5714,product_review_005714,False,5.0,prime_pantry,"product_review_005714,0,N/A"
5715,product_review_005715,True,5.0,prime_pantry,"product_review_005715,0,N/A"
5716,product_review_005716,True,5.0,prime_pantry,"product_review_005716,0,N/A"
5717,product_review_005717,True,2.0,prime_pantry,"product_review_005717,0,N/A"
5718,product_review_005718,False,5.0,luxury_beauty,"product_review_005718,0,N/A"
5719,product_review_005719,True,5.0,prime_pantry,"product_review_005719,0,N/A"
5720,product_review_005720,True,5.0,luxury_beauty,"product_review_005720,0,N/A"
5721,product_review_005721,False,4.0,prime_pantry,"product_review_005721,0,N/A"
5722,product_review_005722,False,5.0,luxury_beauty,"product_review_005722,0,N/A"
5723,product_review_005723,True,5.0,prime_pantry,"product_review_005723,0,N/A"
5724,product_review_005724,True,5.0,luxury_beauty,"product_review_005724,0,N/A"
5725,product_review_005725,False,5.0,prime_pantry,"product_review_005725,0,N/A"
5726,product_review_005726,False,4.0,luxury_beauty,"product_review_005726,0,N/A"
5727,product_review_005727,True,5.0,prime_pantry,"product_review_005727,0,N/A"
5728,product_review_005728,True,3.0,,"product_review_005728,1,missing_value_or_label"
5729,product_review_005729,True,2.0,prime_pantry,"product_review_005729,0,N/A"
5730,product_review_005730,True,5.0,prime_pantry,"product_review_005730,0,N/A"
5731,product_review_005731,True,5.0,prime_pantry,"product_review_005731,0,N/A"
5732,product_review_005732,False,5.0,luxury_beauty,"product_review_005732,0,N/A"
5733,product_review_005733,True,5.0,prime_pantry,"product_review_005733,0,N/A"
5734,product_review_005734,True,-1.0,prime_pantry,"product_review_005734,0,N/A"
5735,product_review_005735,True,2.0,prime_pantry,"product_review_005735,0,N/A"
5736,product_review_005736,False,5.0,luxury_beauty,"product_review_005736,0,N/A"
5737,product_review_005737,False,4.0,luxury_beauty,"product_review_005737,0,N/A"
5738,product_review_005738,True,5.0,prime_pantry,"product_review_005738,0,N/A"
5739,product_review_005739,True,5.0,prime_pantry,"product_review_005739,0,N/A"
5740,product_review_005740,True,4.0,prime_pantry,"product_review_005740,0,N/A"
5741,product_review_005741,True,1.0,prime_pantry,"product_review_005741,0,N/A"
5742,product_review_005742,False,5.0,prime_pantry,"product_review_005742,0,N/A"
5743,product_review_005743,True,5.0,prime_pantry,"product_review_005743,0,N/A"
5744,product_review_005744,False,5.0,prime_pantry,"product_review_005744,0,N/A"
5745,product_review_005745,True,5.0,prime_pantry,"product_review_005745,0,N/A"
5746,product_review_005746,True,5.0,luxury_beauty,"product_review_005746,0,N/A"
5747,product_review_005747,True,5.0,prime_pantry,"product_review_005747,0,N/A"
5748,product_review_005748,True,5.0,prime_pantry,"product_review_005748,0,N/A"
5749,product_review_005749,True,1.0,prime_pantry,"product_review_005749,0,N/A"
5750,product_review_005750,True,-1.0,prime_pantry,"product_review_005750,0,N/A"
5751,product_review_005751,True,5.0,prime_pantry,"product_review_005751,0,N/A"
5752,product_review_005752,True,3.0,prime_pantry,"product_review_005752,0,N/A"
5753,product_review_005753,True,5.0,prime_pantry,"product_review_005753,0,N/A"
5754,product_review_005754,True,5.0,prime_pantry,"product_review_005754,0,N/A"
5755,product_review_005755,True,3.0,luxury_beauty,"product_review_005755,0,N/A"
5756,product_review_005756,True,4.0,luxury_beauty,"product_review_005756,0,N/A"
5757,product_review_005757,True,5.0,prime_pantry,"product_review_005757,0,N/A"
5758,product_review_005758,True,5.0,prime_pantry,"product_review_005758,0,N/A"
5759,product_review_005759,True,-1.0,prime_pantry,"product_review_005759,0,N/A"
5760,product_review_005760,True,5.0,prime_pantry,"product_review_005760,0,N/A"
5761,product_review_005761,True,5.0,prime_pantry,"product_review_005761,0,N/A"
5762,product_review_005762,True,3.0,prime_pantry,"product_review_005762,0,N/A"
5763,product_review_005763,True,5.0,prime_pantry,"product_review_005763,0,N/A"
5764,product_review_005764,True,5.0,prime_pantry,"product_review_005764,0,N/A"
5765,product_review_005765,True,1.0,prime_pantry,"product_review_005765,0,N/A"
5766,product_review_005766,True,5.0,prime_pantry,"product_review_005766,0,N/A"
5767,product_review_005767,True,5.0,prime_pantry,"product_review_005767,0,N/A"
5768,product_review_005768,True,5.0,luxury_beauty,"product_review_005768,0,N/A"
5769,product_review_005769,True,-1.0,prime_pantry,"product_review_005769,0,N/A"
5770,product_review_005770,True,5.0,prime_pantry,"product_review_005770,0,N/A"
5771,product_review_005771,False,3.0,,"product_review_005771,1,missing_value_or_label"
5772,product_review_005772,False,3.0,prime_pantry,"product_review_005772,0,N/A"
5773,product_review_005773,True,5.0,prime_pantry,"product_review_005773,0,N/A"
5774,product_review_005774,False,5.0,prime_pantry,"product_review_005774,0,N/A"
5775,product_review_005775,False,5.0,prime_pantry,"product_review_005775,0,N/A"
5776,product_review_005776,False,5.0,luxury_beauty,"product_review_005776,0,N/A"
5777,product_review_005777,False,5.0,luxury_beauty,"product_review_005777,0,N/A"
5778,product_review_005778,True,5.0,,"product_review_005778,1,missing_value_or_label"
5779,product_review_005779,True,5.0,luxury_beauty,"product_review_005779,0,N/A"
5780,product_review_005780,True,5.0,prime_pantry,"product_review_005780,0,N/A"
5781,product_review_005781,True,5.0,prime_pantry,"product_review_005781,0,N/A"
5782,product_review_005782,False,4.0,prime_pantry,"product_review_005782,0,N/A"
5783,product_review_005783,False,5.0,luxury_beauty,"product_review_005783,0,N/A"
5784,product_review_005784,True,5.0,prime_pantry,"product_review_005784,0,N/A"
5785,product_review_005785,True,4.0,prime_pantry,"product_review_005785,0,N/A"
5786,product_review_005786,True,4.0,prime_pantry,"product_review_005786,0,N/A"
5787,product_review_005787,False,3.0,luxury_beauty,"product_review_005787,0,N/A"
5788,product_review_005788,True,5.0,prime_pantry,"product_review_005788,0,N/A"
5789,product_review_005789,True,3.0,prime_pantry,"product_review_005789,0,N/A"
5790,product_review_005790,False,5.0,prime_pantry,"product_review_005790,0,N/A"
5791,product_review_005791,True,5.0,prime_pantry,"product_review_005791,0,N/A"
5792,product_review_005792,True,5.0,prime_pantry,"product_review_005792,0,N/A"
5793,product_review_005793,True,4.0,prime_pantry,"product_review_005793,0,N/A"
5794,product_review_005794,True,3.0,prime_pantry,"product_review_005794,0,N/A"
5795,product_review_005795,False,3.0,luxury_beauty,"product_review_005795,0,N/A"
5796,product_review_005796,True,3.0,prime_pantry,"product_review_005796,0,N/A"
5797,product_review_005797,True,2.0,prime_pantry,"product_review_005797,0,N/A"
5798,product_review_005798,True,5.0,prime_pantry,"product_review_005798,0,N/A"
5799,product_review_005799,True,5.0,prime_pantry,"product_review_005799,0,N/A"
5800,product_review_005800,False,2.0,luxury_beauty,"product_review_005800,0,N/A"
5801,product_review_005801,False,3.0,prime_pantry,"product_review_005801,0,N/A"
5802,product_review_005802,True,3.0,prime_pantry,"product_review_005802,0,N/A"
5803,product_review_005803,True,4.0,prime_pantry,"product_review_005803,0,N/A"
5804,product_review_005804,False,5.0,luxury_beauty,"product_review_005804,0,N/A"
5805,product_review_005805,True,5.0,prime_pantry,"product_review_005805,0,N/A"
5806,product_review_005806,True,5.0,prime_pantry,"product_review_005806,0,N/A"
5807,product_review_005807,False,5.0,prime_pantry,"product_review_005807,0,N/A"
5808,product_review_005808,True,5.0,prime_pantry,"product_review_005808,0,N/A"
5809,product_review_005809,True,4.0,prime_pantry,"product_review_005809,0,N/A"
5810,product_review_005810,True,5.0,prime_pantry,"product_review_005810,0,N/A"
5811,product_review_005811,True,5.0,prime_pantry,"product_review_005811,0,N/A"
5812,product_review_005812,False,5.0,prime_pantry,"product_review_005812,0,N/A"
5813,product_review_005813,False,5.0,prime_pantry,"product_review_005813,0,N/A"
5814,product_review_005814,True,5.0,prime_pantry,"product_review_005814,0,N/A"
5815,product_review_005815,False,5.0,prime_pantry,"product_review_005815,0,N/A"
5816,product_review_005816,False,5.0,prime_pantry,"product_review_005816,0,N/A"
5817,product_review_005817,True,5.0,prime_pantry,"product_review_005817,0,N/A"
5818,product_review_005818,True,5.0,prime_pantry,"product_review_005818,0,N/A"
5819,product_review_005819,True,5.0,prime_pantry,"product_review_005819,0,N/A"
5820,product_review_005820,True,5.0,prime_pantry,"product_review_005820,0,N/A"
5821,product_review_005821,True,3.0,prime_pantry,"product_review_005821,0,N/A"
5822,product_review_005822,True,5.0,prime_pantry,"product_review_005822,0,N/A"
5823,product_review_005823,True,3.0,luxury_beauty,"product_review_005823,0,N/A"
5824,product_review_005824,True,3.0,prime_pantry,"product_review_005824,0,N/A"
5825,product_review_005825,False,5.0,prime_pantry,"product_review_005825,0,N/A"
5826,product_review_005826,True,5.0,prime_pantry,"product_review_005826,0,N/A"
5827,product_review_005827,True,2.0,,"product_review_005827,1,missing_value_or_label"
5828,product_review_005828,True,5.0,prime_pantry,"product_review_005828,0,N/A"
5829,product_review_005829,False,5.0,prime_pantry,"product_review_005829,0,N/A"
5830,product_review_005830,True,4.0,prime_pantry,"product_review_005830,0,N/A"
5831,product_review_005831,True,4.0,prime_pantry,"product_review_005831,0,N/A"
5832,product_review_005832,True,4.0,prime_pantry,"product_review_005832,0,N/A"
5833,product_review_005833,True,5.0,prime_pantry,"product_review_005833,0,N/A"
5834,product_review_005834,True,5.0,prime_pantry,"product_review_005834,0,N/A"
5835,product_review_005835,False,1.0,prime_pantry,"product_review_005835,0,N/A"
5836,product_review_005836,True,5.0,prime_pantry,"product_review_005836,0,N/A"
5837,product_review_005837,True,5.0,prime_pantry,"product_review_005837,0,N/A"
5838,product_review_005838,True,5.0,prime_pantry,"product_review_005838,0,N/A"
5839,product_review_005839,False,5.0,prime_pantry,"product_review_005839,0,N/A"
5840,product_review_005840,True,5.0,prime_pantry,"product_review_005840,0,N/A"
5841,product_review_005841,True,5.0,prime_pantry,"product_review_005841,0,N/A"
5842,product_review_005842,,5.0,prime_pantry,"product_review_005842,1,missing_value_or_label"
5843,product_review_005843,True,5.0,prime_pantry,"product_review_005843,0,N/A"
5844,product_review_005844,True,4.0,prime_pantry,"product_review_005844,0,N/A"
5845,product_review_005845,True,5.0,prime_pantry,"product_review_005845,0,N/A"
5846,product_review_005846,True,5.0,prime_pantry,"product_review_005846,0,N/A"
5847,product_review_005847,True,5.0,luxury_beauty,"product_review_005847,0,N/A"
5848,product_review_005848,False,5.0,luxury_beauty,"product_review_005848,0,N/A"
5849,product_review_005849,True,5.0,prime_pantry,"product_review_005849,0,N/A"
5850,product_review_005850,True,2.0,luxury_beauty,"product_review_005850,0,N/A"
5851,product_review_005851,False,4.0,luxury_beauty,"product_review_005851,0,N/A"
5852,product_review_005852,True,4.0,prime_pantry,"product_review_005852,0,N/A"
5853,product_review_005853,True,3.0,luxury_beauty,"product_review_005853,0,N/A"
5854,product_review_005854,False,5.0,prime_pantry,"product_review_005854,0,N/A"
5855,product_review_005855,True,4.0,prime_pantry,"product_review_005855,0,N/A"
5856,product_review_005856,True,5.0,prime_pantry,"product_review_005856,0,N/A"
5857,product_review_005857,True,5.0,prime_pantry,"product_review_005857,0,N/A"
5858,product_review_005858,True,5.0,luxury_beauty,"product_review_005858,0,N/A"
5859,product_review_005859,False,4.0,prime_pantry,"product_review_005859,0,N/A"
5860,product_review_005860,True,3.0,prime_pantry,"product_review_005860,0,N/A"
5861,product_review_005861,False,5.0,luxury_beauty,"product_review_005861,0,N/A"
5862,product_review_005862,True,1.0,prime_pantry,"product_review_005862,0,N/A"
5863,product_review_005863,True,5.0,prime_pantry,"product_review_005863,0,N/A"
5864,product_review_005864,True,5.0,prime_pantry,"product_review_005864,0,N/A"
5865,product_review_005865,True,5.0,,"product_review_005865,1,missing_value_or_label"
5866,product_review_005866,True,5.0,luxury_beauty,"product_review_005866,0,N/A"
5867,product_review_005867,True,5.0,prime_pantry,"product_review_005867,0,N/A"
5868,product_review_005868,True,5.0,prime_pantry,"product_review_005868,0,N/A"
5869,product_review_005869,True,5.0,prime_pantry,"product_review_005869,0,N/A"
5870,product_review_005870,True,5.0,prime_pantry,"product_review_005870,0,N/A"
5871,product_review_005871,True,5.0,prime_pantry,"product_review_005871,0,N/A"
5872,product_review_005872,True,5.0,prime_pantry,"product_review_005872,0,N/A"
5873,product_review_005873,False,5.0,prime_pantry,"product_review_005873,0,N/A"
5874,product_review_005874,True,5.0,prime_pantry,"product_review_005874,0,N/A"
5875,product_review_005875,True,5.0,prime_pantry,"product_review_005875,0,N/A"
5876,product_review_005876,True,5.0,prime_pantry,"product_review_005876,0,N/A"
5877,product_review_005877,True,5.0,luxury_beauty,"product_review_005877,0,N/A"
5878,product_review_005878,True,5.0,prime_pantry,"product_review_005878,0,N/A"
5879,product_review_005879,True,1.0,prime_pantry,"product_review_005879,0,N/A"
5880,product_review_005880,True,5.0,prime_pantry,"product_review_005880,0,N/A"
5881,product_review_005881,True,5.0,prime_pantry,"product_review_005881,0,N/A"
5882,product_review_005882,True,-1.0,prime_pantry,"product_review_005882,0,N/A"
5883,product_review_005883,True,5.0,luxury_beauty,"product_review_005883,0,N/A"
5884,product_review_005884,True,5.0,prime_pantry,"product_review_005884,0,N/A"
5885,product_review_005885,True,5.0,prime_pantry,"product_review_005885,0,N/A"
5886,product_review_005886,True,4.0,prime_pantry,"product_review_005886,0,N/A"
5887,product_review_005887,False,5.0,luxury_beauty,"product_review_005887,0,N/A"
5888,product_review_005888,True,5.0,prime_pantry,"product_review_005888,0,N/A"
5889,product_review_005889,True,4.0,luxury_beauty,"product_review_005889,0,N/A"
5890,product_review_005890,True,3.0,prime_pantry,"product_review_005890,0,N/A"
5891,product_review_005891,True,5.0,prime_pantry,"product_review_005891,0,N/A"
5892,product_review_005892,True,5.0,prime_pantry,"product_review_005892,0,N/A"
5893,product_review_005893,True,4.0,prime_pantry,"product_review_005893,0,N/A"
5894,product_review_005894,True,5.0,luxury_beauty,"product_review_005894,0,N/A"
5895,product_review_005895,False,5.0,prime_pantry,"product_review_005895,0,N/A"
5896,product_review_005896,True,5.0,prime_pantry,"product_review_005896,0,N/A"
5897,product_review_005897,True,4.0,prime_pantry,"product_review_005897,0,N/A"
5898,product_review_005898,True,5.0,prime_pantry,"product_review_005898,0,N/A"
5899,product_review_005899,False,5.0,prime_pantry,"product_review_005899,0,N/A"
5900,product_review_005900,True,4.0,prime_pantry,"product_review_005900,0,N/A"
5901,product_review_005901,True,5.0,luxury_beauty,"product_review_005901,0,N/A"
5902,product_review_005902,True,1.0,luxury_beauty,"product_review_005902,0,N/A"
5903,product_review_005903,True,4.0,prime_pantry,"product_review_005903,0,N/A"
5904,product_review_005904,True,1.0,prime_pantry,"product_review_005904,0,N/A"
5905,product_review_005905,True,4.0,prime_pantry,"product_review_005905,0,N/A"
5906,product_review_005906,True,5.0,prime_pantry,"product_review_005906,0,N/A"
5907,product_review_005907,False,2.0,luxury_beauty,"product_review_005907,0,N/A"
5908,product_review_005908,True,5.0,prime_pantry,"product_review_005908,0,N/A"
5909,product_review_005909,True,5.0,prime_pantry,"product_review_005909,0,N/A"
5910,product_review_005910,True,5.0,prime_pantry,"product_review_005910,0,N/A"
5911,product_review_005911,True,3.0,prime_pantry,"product_review_005911,0,N/A"
5912,product_review_005912,False,1.0,prime_pantry,"product_review_005912,0,N/A"
5913,product_review_005913,True,5.0,prime_pantry,"product_review_005913,0,N/A"
5914,product_review_005914,True,4.0,prime_pantry,"product_review_005914,0,N/A"
5915,product_review_005915,True,5.0,prime_pantry,"product_review_005915,0,N/A"
5916,product_review_005916,True,5.0,prime_pantry,"product_review_005916,0,N/A"
5917,product_review_005917,True,5.0,prime_pantry,"product_review_005917,0,N/A"
5918,product_review_005918,False,1.0,prime_pantry,"product_review_005918,0,N/A"
5919,product_review_005919,True,4.0,prime_pantry,"product_review_005919,0,N/A"
5920,product_review_005920,True,5.0,prime_pantry,"product_review_005920,0,N/A"
5921,product_review_005921,True,4.0,prime_pantry,"product_review_005921,0,N/A"
5922,product_review_005922,False,4.0,luxury_beauty,"product_review_005922,0,N/A"
5923,product_review_005923,True,5.0,prime_pantry,"product_review_005923,0,N/A"
5924,product_review_005924,True,5.0,prime_pantry,"product_review_005924,0,N/A"
5925,product_review_005925,True,5.0,prime_pantry,"product_review_005925,0,N/A"
5926,product_review_005926,False,2.0,prime_pantry,"product_review_005926,0,N/A"
5927,product_review_005927,True,3.0,prime_pantry,"product_review_005927,0,N/A"
5928,product_review_005928,True,5.0,prime_pantry,"product_review_005928,0,N/A"
5929,product_review_005929,True,3.0,luxury_beauty,"product_review_005929,0,N/A"
5930,product_review_005930,True,5.0,prime_pantry,"product_review_005930,0,N/A"
5931,product_review_005931,True,5.0,prime_pantry,"product_review_005931,0,N/A"
5932,product_review_005932,False,5.0,luxury_beauty,"product_review_005932,0,N/A"
5933,product_review_005933,True,4.0,prime_pantry,"product_review_005933,0,N/A"
5934,product_review_005934,True,5.0,luxury_beauty,"product_review_005934,0,N/A"
5935,product_review_005935,False,5.0,luxury_beauty,"product_review_005935,0,N/A"
5936,product_review_005936,False,5.0,luxury_beauty,"product_review_005936,0,N/A"
5937,product_review_005937,False,4.0,luxury_beauty,"product_review_005937,0,N/A"
5938,product_review_005938,True,4.0,prime_pantry,"product_review_005938,0,N/A"
5939,product_review_005939,True,5.0,prime_pantry,"product_review_005939,0,N/A"
5940,product_review_005940,True,5.0,prime_pantry,"product_review_005940,0,N/A"
5941,product_review_005941,True,4.0,,"product_review_005941,1,missing_value_or_label"
5942,product_review_005942,,5.0,luxury_beauty,"product_review_005942,1,missing_value_or_label"
5943,product_review_005943,,4.0,prime_pantry,"product_review_005943,1,missing_value_or_label"
5944,product_review_005944,True,5.0,prime_pantry,"product_review_005944,0,N/A"
5945,product_review_005945,True,5.0,prime_pantry,"product_review_005945,0,N/A"
5946,product_review_005946,True,5.0,prime_pantry,"product_review_005946,0,N/A"
5947,product_review_005947,True,5.0,prime_pantry,"product_review_005947,0,N/A"
5948,product_review_005948,True,5.0,prime_pantry,"product_review_005948,0,N/A"
5949,product_review_005949,True,5.0,prime_pantry,"product_review_005949,0,N/A"
5950,product_review_005950,False,5.0,luxury_beauty,"product_review_005950,0,N/A"
5951,product_review_005951,False,2.0,luxury_beauty,"product_review_005951,0,N/A"
5952,product_review_005952,False,4.0,luxury_beauty,"product_review_005952,0,N/A"
5953,product_review_005953,True,5.0,prime_pantry,"product_review_005953,0,N/A"
5954,product_review_005954,False,5.0,prime_pantry,"product_review_005954,0,N/A"
5955,product_review_005955,True,4.0,prime_pantry,"product_review_005955,0,N/A"
5956,product_review_005956,True,3.0,prime_pantry,"product_review_005956,0,N/A"
5957,product_review_005957,False,3.0,luxury_beauty,"product_review_005957,0,N/A"
5958,product_review_005958,True,5.0,prime_pantry,"product_review_005958,0,N/A"
5959,product_review_005959,True,5.0,prime_pantry,"product_review_005959,0,N/A"
5960,product_review_005960,True,5.0,prime_pantry,"product_review_005960,0,N/A"
5961,product_review_005961,False,5.0,prime_pantry,"product_review_005961,0,N/A"
5962,product_review_005962,True,1.0,prime_pantry,"product_review_005962,0,N/A"
5963,product_review_005963,True,5.0,,"product_review_005963,1,missing_value_or_label"
5964,product_review_005964,True,5.0,prime_pantry,"product_review_005964,0,N/A"
5965,product_review_005965,True,5.0,prime_pantry,"product_review_005965,0,N/A"
5966,product_review_005966,True,5.0,prime_pantry,"product_review_005966,0,N/A"
5967,product_review_005967,False,5.0,luxury_beauty,"product_review_005967,0,N/A"
5968,product_review_005968,True,5.0,prime_pantry,"product_review_005968,0,N/A"
5969,product_review_005969,True,3.0,luxury_beauty,"product_review_005969,0,N/A"
5970,product_review_005970,True,5.0,prime_pantry,"product_review_005970,0,N/A"
5971,product_review_005971,True,5.0,prime_pantry,"product_review_005971,0,N/A"
5972,product_review_005972,True,5.0,prime_pantry,"product_review_005972,0,N/A"
5973,product_review_005973,True,5.0,prime_pantry,"product_review_005973,0,N/A"
5974,product_review_005974,True,5.0,prime_pantry,"product_review_005974,0,N/A"
5975,product_review_005975,,5.0,prime_pantry,"product_review_005975,1,missing_value_or_label"
5976,product_review_005976,True,5.0,prime_pantry,"product_review_005976,0,N/A"
5977,product_review_005977,False,5.0,prime_pantry,"product_review_005977,0,N/A"
5978,product_review_005978,True,4.0,prime_pantry,"product_review_005978,0,N/A"
5979,product_review_005979,True,5.0,prime_pantry,"product_review_005979,0,N/A"
5980,product_review_005980,True,4.0,prime_pantry,"product_review_005980,0,N/A"
5981,product_review_005981,True,5.0,prime_pantry,"product_review_005981,0,N/A"
5982,product_review_005982,False,5.0,luxury_beauty,"product_review_005982,0,N/A"
5983,product_review_005983,True,5.0,prime_pantry,"product_review_005983,0,N/A"
5984,product_review_005984,True,5.0,prime_pantry,"product_review_005984,0,N/A"
5985,product_review_005985,True,5.0,prime_pantry,"product_review_005985,0,N/A"
5986,product_review_005986,False,5.0,luxury_beauty,"product_review_005986,0,N/A"
5987,product_review_005987,True,5.0,prime_pantry,"product_review_005987,0,N/A"
5988,product_review_005988,True,5.0,prime_pantry,"product_review_005988,0,N/A"
5989,product_review_005989,False,4.0,prime_pantry,"product_review_005989,0,N/A"
5990,product_review_005990,False,5.0,prime_pantry,"product_review_005990,0,N/A"
5991,product_review_005991,True,3.0,prime_pantry,"product_review_005991,0,N/A"
5992,product_review_005992,True,3.0,prime_pantry,"product_review_005992,0,N/A"
5993,product_review_005993,True,5.0,prime_pantry,"product_review_005993,0,N/A"
5994,product_review_005994,False,1.0,luxury_beauty,"product_review_005994,0,N/A"
5995,product_review_005995,False,-1.0,prime_pantry,"product_review_005995,0,N/A"
5996,product_review_005996,False,5.0,luxury_beauty,"product_review_005996,0,N/A"
5997,product_review_005997,True,5.0,prime_pantry,"product_review_005997,0,N/A"
5998,product_review_005998,True,4.0,prime_pantry,"product_review_005998,0,N/A"
5999,product_review_005999,True,5.0,prime_pantry,"product_review_005999,0,N/A"
6000,product_review_006000,True,5.0,luxury_beauty,"product_review_006000,0,N/A"
6001,product_review_006001,True,5.0,prime_pantry,"product_review_006001,0,N/A"
6002,product_review_006002,True,5.0,prime_pantry,"product_review_006002,0,N/A"
6003,product_review_006003,True,5.0,prime_pantry,"product_review_006003,0,N/A"
6004,product_review_006004,False,5.0,prime_pantry,"product_review_006004,0,N/A"
6005,product_review_006005,True,4.0,prime_pantry,"product_review_006005,0,N/A"
6006,product_review_006006,True,2.0,prime_pantry,"product_review_006006,0,N/A"
6007,product_review_006007,True,-1.0,prime_pantry,"product_review_006007,0,N/A"
6008,product_review_006008,True,5.0,prime_pantry,"product_review_006008,0,N/A"
6009,product_review_006009,True,5.0,prime_pantry,"product_review_006009,0,N/A"
6010,product_review_006010,True,5.0,prime_pantry,"product_review_006010,0,N/A"
6011,product_review_006011,True,5.0,luxury_beauty,"product_review_006011,0,N/A"
6012,product_review_006012,True,5.0,,"product_review_006012,1,missing_value_or_label"
6013,product_review_006013,True,5.0,prime_pantry,"product_review_006013,0,N/A"
6014,product_review_006014,False,4.0,prime_pantry,"product_review_006014,0,N/A"
6015,product_review_006015,False,-1.0,luxury_beauty,"product_review_006015,0,N/A"
6016,product_review_006016,True,4.0,prime_pantry,"product_review_006016,0,N/A"
6017,product_review_006017,True,5.0,prime_pantry,"product_review_006017,0,N/A"
6018,product_review_006018,True,5.0,prime_pantry,"product_review_006018,0,N/A"
6019,product_review_006019,True,5.0,prime_pantry,"product_review_006019,0,N/A"
6020,product_review_006020,True,5.0,prime_pantry,"product_review_006020,0,N/A"
6021,product_review_006021,True,-1.0,prime_pantry,"product_review_006021,0,N/A"
6022,product_review_006022,False,5.0,prime_pantry,"product_review_006022,0,N/A"
6023,product_review_006023,False,5.0,prime_pantry,"product_review_006023,0,N/A"
6024,product_review_006024,False,5.0,prime_pantry,"product_review_006024,0,N/A"
6025,product_review_006025,True,5.0,prime_pantry,"product_review_006025,0,N/A"
6026,product_review_006026,False,4.0,prime_pantry,"product_review_006026,0,N/A"
6027,product_review_006027,True,5.0,prime_pantry,"product_review_006027,0,N/A"
6028,product_review_006028,True,5.0,prime_pantry,"product_review_006028,0,N/A"
6029,product_review_006029,False,5.0,prime_pantry,"product_review_006029,0,N/A"
6030,product_review_006030,True,3.0,prime_pantry,"product_review_006030,0,N/A"
6031,product_review_006031,False,5.0,luxury_beauty,"product_review_006031,0,N/A"
6032,product_review_006032,False,5.0,prime_pantry,"product_review_006032,0,N/A"
6033,product_review_006033,True,5.0,prime_pantry,"product_review_006033,0,N/A"
6034,product_review_006034,True,2.0,prime_pantry,"product_review_006034,0,N/A"
6035,product_review_006035,True,4.0,prime_pantry,"product_review_006035,0,N/A"
6036,product_review_006036,True,5.0,prime_pantry,"product_review_006036,0,N/A"
6037,product_review_006037,True,5.0,prime_pantry,"product_review_006037,0,N/A"
6038,product_review_006038,True,5.0,prime_pantry,"product_review_006038,0,N/A"
6039,product_review_006039,False,5.0,luxury_beauty,"product_review_006039,0,N/A"
6040,product_review_006040,True,3.0,prime_pantry,"product_review_006040,0,N/A"
6041,product_review_006041,False,5.0,prime_pantry,"product_review_006041,0,N/A"
6042,product_review_006042,False,4.0,prime_pantry,"product_review_006042,0,N/A"
6043,product_review_006043,True,1.0,prime_pantry,"product_review_006043,0,N/A"
6044,product_review_006044,True,5.0,prime_pantry,"product_review_006044,0,N/A"
6045,product_review_006045,False,5.0,luxury_beauty,"product_review_006045,0,N/A"
6046,product_review_006046,True,5.0,prime_pantry,"product_review_006046,0,N/A"
6047,product_review_006047,False,1.0,prime_pantry,"product_review_006047,0,N/A"
6048,product_review_006048,True,5.0,prime_pantry,"product_review_006048,0,N/A"
6049,product_review_006049,True,2.0,prime_pantry,"product_review_006049,0,N/A"
6050,product_review_006050,True,4.0,prime_pantry,"product_review_006050,0,N/A"
6051,product_review_006051,True,5.0,luxury_beauty,"product_review_006051,0,N/A"
6052,product_review_006052,True,-1.0,prime_pantry,"product_review_006052,0,N/A"
6053,product_review_006053,True,5.0,,"product_review_006053,1,missing_value_or_label"
6054,product_review_006054,False,5.0,prime_pantry,"product_review_006054,0,N/A"
6055,product_review_006055,False,2.0,luxury_beauty,"product_review_006055,0,N/A"
6056,product_review_006056,True,5.0,prime_pantry,"product_review_006056,0,N/A"
6057,product_review_006057,True,5.0,prime_pantry,"product_review_006057,0,N/A"
6058,product_review_006058,True,4.0,luxury_beauty,"product_review_006058,0,N/A"
6059,product_review_006059,True,5.0,luxury_beauty,"product_review_006059,0,N/A"
6060,product_review_006060,False,5.0,luxury_beauty,"product_review_006060,0,N/A"
6061,product_review_006061,False,5.0,prime_pantry,"product_review_006061,0,N/A"
6062,product_review_006062,True,5.0,prime_pantry,"product_review_006062,0,N/A"
6063,product_review_006063,True,5.0,prime_pantry,"product_review_006063,0,N/A"
6064,product_review_006064,True,5.0,prime_pantry,"product_review_006064,0,N/A"
6065,product_review_006065,True,4.0,prime_pantry,"product_review_006065,0,N/A"
